x,y,label
69.68343,3.06346,1.00000
-8.28489,-57.35985,1.00000
-77.67057,74.32339,0.00000
-26.78167,-95.88037,1.00000
-49.40748,40.55608,0.00000
49.14461,84.24380,0.00000
84.22893,-29.57282,0.00000
54.49872,-66.35058,0.00000
-40.39339,72.75275,1.00000
40.64037,33.32068,0.00000
-6.18406,-100.95738,1.00000
12.55096,55.42804,0.00000
40.91474,-18.05671,0.00000
-83.01441,67.78985,0.00000
38.38240,-16.42720,0.00000
-93.22090,58.83739,0.00000
-19.06082,60.17334,0.00000
-90.96228,4.48646,1.00000
-91.31541,3.39565,1.00000
30.45975,-52.60767,1.00000
111.82875,-13.23758,1.00000
-28.38633,-95.72311,1.00000
28.20722,46.65636,0.00000
4.89886,-16.74835,1.00000
89.55953,-12.23961,0.00000
-1.78009,17.38506,0.00000
-25.71162,98.88311,0.00000
-12.31270,-54.98163,1.00000
-65.10573,17.95768,0.00000
70.76210,-81.12828,1.00000
20.38645,-102.99018,1.00000
8.08120,-37.68539,0.00000
-105.03973,34.39490,0.00000
-109.59020,21.39010,0.00000
-91.90411,-10.95007,1.00000
-20.96775,56.84539,0.00000
104.60153,-36.06896,1.00000
-57.40124,64.92552,1.00000
102.28900,-44.63059,1.00000
2.81831,100.58985,0.00000
81.26471,-36.26519,0.00000
-96.20341,53.41258,0.00000
35.05964,-52.31166,1.00000
60.29773,41.93157,1.00000
-78.45735,-53.93087,1.00000
-25.88745,76.87529,1.00000
-80.08850,36.37832,1.00000
-24.31652,-18.68040,0.00000
-89.53248,-25.86556,1.00000
8.99470,-102.56312,1.00000
17.05482,56.00515,0.00000
-67.69611,9.15546,0.00000
34.30485,-75.46447,0.00000
90.27797,-4.78883,0.00000
57.14420,45.01536,1.00000
-67.33556,6.54816,0.00000
68.64769,11.73363,1.00000
38.87795,-96.67298,1.00000
89.74156,-61.20119,1.00000
33.29040,-98.97785,1.00000
-22.54703,56.53647,0.00000
10.96224,101.31520,0.00000
-3.09891,-101.23594,1.00000
-3.86343,79.63663,1.00000
84.12424,-25.78468,0.00000
0.02367,13.19870,0.00000
-29.97372,78.20362,1.00000
-7.38614,-78.92326,0.00000
-89.29839,15.22825,1.00000
-85.12795,20.99900,1.00000
90.30247,20.88628,0.00000
69.47522,-0.16535,1.00000
37.36751,65.75234,1.00000
-29.47950,29.30520,1.00000
27.05705,47.15386,0.00000
-67.93522,-67.05671,1.00000
69.20296,6.45151,1.00000
16.30937,54.38732,0.00000
74.02652,-78.80696,1.00000
97.78390,-49.64217,1.00000
-76.03050,76.01758,0.00000
92.29640,14.03747,0.00000
-39.07670,-62.80989,0.00000
85.73833,43.17417,0.00000
-13.61826,78.99689,1.00000
103.58011,-40.61309,1.00000
46.46653,9.06185,0.00000
67.55080,69.09172,0.00000
-58.77279,-76.97736,1.00000
-49.34304,40.43584,0.00000
-25.26658,-97.87425,1.00000
8.68375,-103.48836,1.00000
-20.77866,8.64879,0.00000
-4.11515,15.40073,0.00000
-82.40697,-39.52833,1.00000
-82.76676,69.33561,0.00000
-29.96201,-72.57458,0.00000
-52.31326,66.58767,1.00000
-3.25584,-81.26223,0.00000
-111.74990,7.57443,0.00000
-40.35861,-90.95123,1.00000
45.36256,-43.34446,1.00000
64.85098,-12.86187,1.00000
68.54391,-52.91314,0.00000
23.92910,49.97569,0.00000
79.17554,55.59332,0.00000
-69.62934,48.73246,1.00000
69.58453,15.00775,1.00000
30.03675,45.01135,0.00000
16.34737,-58.83384,1.00000
-109.71162,24.45620,0.00000
77.09647,-39.21410,0.00000
-88.12387,-30.59736,1.00000
76.57670,56.89209,0.00000
87.89507,-19.80360,0.00000
81.25373,-34.29208,0.00000
101.91015,-44.25509,1.00000
0.05458,36.14914,1.00000
42.76542,63.00380,1.00000
39.91944,30.36486,0.00000
-110.78201,19.45856,0.00000
36.02566,35.62888,0.00000
19.99089,-32.85866,0.00000
-50.81742,67.41682,1.00000
-89.43143,-21.32923,1.00000
-88.26904,-33.84546,1.00000
65.29022,28.22921,1.00000
-56.64484,90.35898,0.00000
-69.99891,-6.68824,0.00000
-20.47543,34.23516,1.00000
26.17709,8.05624,1.00000
-29.66875,98.94694,0.00000
9.76324,-57.60317,1.00000
-105.88091,27.29087,0.00000
10.70497,55.28323,0.00000
15.78750,-12.95363,1.00000
16.68607,30.00811,1.00000
-5.28192,58.94977,0.00000
-30.96454,77.34901,1.00000
24.20360,-2.07931,1.00000
-49.47134,-56.60779,0.00000
61.00141,75.95780,0.00000
90.44487,8.27196,0.00000
-37.24603,51.40521,0.00000
42.60974,-9.54785,0.00000
102.94298,-38.30366,1.00000
8.60013,34.48986,1.00000
68.47685,19.82287,1.00000
-65.09846,83.61373,0.00000
14.47454,76.48433,1.00000
9.29155,-77.81565,0.00000
73.30507,-47.94046,0.00000
-27.30338,-4.13956,0.00000
22.58923,51.36575,0.00000
0.25787,-80.02473,0.00000
-46.34893,-87.41783,1.00000
-59.10167,-78.02277,1.00000
5.19520,-35.51277,0.00000
107.62508,-35.04111,1.00000
69.23786,14.43326,1.00000
18.79433,-102.31860,1.00000
15.04522,76.96554,1.00000
-40.10571,-93.49686,1.00000
51.16665,-91.49213,1.00000
27.64794,-76.48956,0.00000
0.88303,-57.81642,1.00000
-36.09597,-39.83239,1.00000
45.33107,87.89531,0.00000
88.36953,-18.61587,0.00000
68.09420,-14.39936,1.00000
76.69356,-40.04450,0.00000
-15.32161,-77.86443,0.00000
103.01933,-38.81871,1.00000
65.47988,-57.36688,0.00000
-40.89462,48.87672,0.00000
75.03607,-43.69129,0.00000
-93.42275,-13.33023,1.00000
5.58927,35.30663,1.00000
91.18117,3.95787,0.00000
11.27011,77.62386,1.00000
-36.03622,-39.11437,1.00000
20.88443,-79.68400,0.00000
-73.57317,47.13657,1.00000
-18.33105,79.02736,1.00000
81.34168,-68.83539,1.00000
46.42508,-3.25224,0.00000
61.36082,76.33834,0.00000
31.08154,44.57704,0.00000
-87.87877,14.36341,1.00000
53.21064,51.52937,1.00000
-23.78311,34.70153,1.00000
-7.65784,-54.49123,1.00000
-70.08422,52.01688,1.00000
56.07133,-63.94817,0.00000
34.70922,-53.43183,1.00000
-23.51077,80.21986,1.00000
89.19300,26.82613,0.00000
-50.13941,-85.01773,1.00000
50.20417,86.19635,0.00000
-19.20972,-72.89415,0.00000
-1.41110,100.95653,0.00000
61.35424,41.24483,1.00000
90.40243,-59.77993,1.00000
-68.21826,-15.69080,0.00000
24.44131,98.12048,0.00000
-59.13891,-44.78304,0.00000
-92.25026,-6.94602,1.00000
111.40100,-16.51762,1.00000
82.29964,-35.64453,0.00000
92.77593,-54.97829,1.00000
-25.86797,55.16757,0.00000
-70.06244,-6.96877,0.00000
-5.99086,60.77217,0.00000
-93.70229,55.23698,0.00000
-75.90191,-56.84962,1.00000
-106.65503,31.91017,0.00000
-53.01459,37.13588,0.00000
88.99397,30.43441,0.00000
-66.82315,8.95331,0.00000
-56.49425,64.62092,1.00000
68.39470,13.22477,1.00000
-12.31330,-31.70434,0.00000
45.19148,-42.54150,1.00000
16.23496,-77.97517,0.00000
-82.07819,36.22827,1.00000
89.37329,25.37412,0.00000
39.95226,36.10985,0.00000
22.75955,99.45002,0.00000
66.13061,32.32813,1.00000
-83.82581,-43.13215,1.00000
-7.53483,-101.56034,1.00000
-97.30413,52.88637,0.00000
-46.87143,-16.72413,1.00000
12.38185,-79.03273,0.00000
75.56177,-76.90714,1.00000
-90.71681,7.00627,1.00000
4.51754,6.29565,0.00000
-43.38293,45.27356,0.00000
-25.70373,31.47176,1.00000
-27.24629,-46.85195,1.00000
50.90006,-68.11970,0.00000
27.08229,50.10284,0.00000
-2.80777,14.83943,0.00000
25.23617,0.30792,1.00000
20.20715,77.70318,1.00000
49.94150,-41.74177,1.00000
19.82243,-80.70131,0.00000
-9.42115,-101.43632,1.00000
-77.15107,-55.28474,1.00000
-10.52375,-79.42819,0.00000
41.24999,-98.86416,1.00000
58.45516,-63.16228,0.00000
89.31863,26.85030,0.00000
-113.02524,12.56855,0.00000
-4.57859,-8.18708,1.00000
56.75012,82.64815,0.00000
-2.83062,-12.77286,1.00000
-91.50387,-11.55338,1.00000
90.51871,-5.25710,0.00000
81.93043,-33.20917,0.00000
90.03767,26.31872,0.00000
-43.11610,47.16375,0.00000
44.48587,23.00648,0.00000
-112.35519,11.28835,0.00000
-33.02547,-43.19824,1.00000
51.68451,52.63739,1.00000
-60.45919,-40.21516,0.00000
-16.47165,35.29279,1.00000
-41.64589,-28.74585,1.00000
-106.97040,29.86144,0.00000
49.90747,56.04980,1.00000
-54.90125,32.11966,0.00000
24.34630,6.31316,1.00000
76.38254,52.37909,0.00000
-108.48013,27.36885,0.00000
68.56480,23.49091,1.00000
-99.90752,48.21617,0.00000
9.00470,56.68472,0.00000
-35.01561,98.93913,0.00000
53.39057,52.43213,1.00000
-81.32683,70.12801,0.00000
-25.11562,78.36872,1.00000
-48.45178,38.09426,0.00000
-47.47828,1.26758,1.00000
-51.73193,92.86176,0.00000
107.47086,-34.37749,1.00000
-27.61322,-9.27939,0.00000
-20.65131,-21.58765,0.00000
-8.22353,102.64104,0.00000
22.67017,18.39617,1.00000
-106.39672,34.51550,0.00000
13.41664,-80.93087,0.00000
-93.46814,56.60376,0.00000
-49.16194,41.68092,0.00000
89.87955,-12.84927,0.00000
-6.13159,-9.18795,1.00000
5.02116,-101.23207,1.00000
-75.93230,-57.15515,1.00000
-110.04378,24.73254,0.00000
45.86895,1.27213,0.00000
-49.39300,-84.40593,1.00000
-7.43633,16.43719,0.00000
55.82619,-65.70285,0.00000
-32.90209,75.78815,1.00000
-88.79686,-24.23102,1.00000
-39.31717,73.92407,1.00000
-16.75302,80.94024,1.00000
-44.72993,-27.47748,1.00000
26.24169,12.76578,1.00000
-8.02516,58.72741,0.00000
-49.79476,39.39931,0.00000
40.60198,91.22594,0.00000
16.32423,98.53140,0.00000
-5.02113,-79.96093,0.00000
17.17567,99.02439,0.00000
-53.69198,89.16063,0.00000
30.03617,-77.26904,0.00000
-63.51669,84.73781,0.00000
-24.24719,31.95398,1.00000
17.79770,-11.50825,1.00000
11.20549,-101.51484,1.00000
88.36463,-11.62513,0.00000
58.07119,-33.10072,1.00000
-104.96969,40.54075,0.00000
81.81212,-37.09919,0.00000
-35.76314,75.31387,1.00000
89.17400,25.19409,0.00000
-5.41741,78.66798,1.00000
-73.90507,78.86714,0.00000
70.60047,-81.73512,1.00000
-27.93871,54.64875,0.00000
91.19720,13.03555,0.00000
17.02416,53.21607,0.00000
47.35928,-4.28787,0.00000
-53.47721,65.03886,1.00000
-46.85786,-3.07588,1.00000
47.78086,16.09266,0.00000
-55.14561,36.08006,0.00000
-45.01175,10.65043,1.00000
69.34569,-80.41919,1.00000
-35.20520,-68.78993,0.00000
-92.70414,3.11924,1.00000
-72.94282,77.52725,0.00000
18.79816,-99.90276,1.00000
-24.35248,79.89162,1.00000
-100.26695,45.06548,0.00000
30.61611,72.63901,1.00000
-10.06552,15.29968,0.00000
29.64210,45.71414,0.00000
-2.50964,58.58458,0.00000
53.94963,51.83136,1.00000
76.33104,-75.55488,1.00000
-27.13521,57.39651,0.00000
35.75330,-22.96058,0.00000
-36.03754,-40.94179,1.00000
58.62213,-88.99363,1.00000
28.78086,-76.67666,0.00000
-89.60802,8.40261,1.00000
-3.69383,37.05834,1.00000
27.06805,-77.29290,0.00000
-26.67046,79.14357,1.00000
-7.14436,-58.17222,1.00000
-40.41293,17.03133,1.00000
-38.25882,-37.46152,1.00000
55.38718,-36.38880,1.00000
4.66706,-36.66160,0.00000
-42.64451,46.70984,0.00000
-5.89946,57.96023,0.00000
65.09645,-20.12375,1.00000
-69.05760,-12.44931,0.00000
80.61862,-74.63868,1.00000
65.01624,33.35931,1.00000
69.45899,13.02048,1.00000
20.87311,53.01203,0.00000
-112.41179,7.96993,0.00000
-31.80964,54.06507,0.00000
-68.00435,52.80225,1.00000
71.15220,-48.06865,0.00000
-36.74346,-94.03135,1.00000
-60.83692,-77.55238,1.00000
-23.64129,5.94986,0.00000
-14.99330,80.64339,1.00000
-51.89915,66.98482,1.00000
48.43810,56.79943,1.00000
26.53084,46.10757,0.00000
-62.49270,56.73530,1.00000
56.23044,-89.71552,1.00000
-1.13164,58.63913,0.00000
7.91971,-59.72693,1.00000
-25.71706,-6.39456,0.00000
34.96777,93.08929,0.00000
65.97651,-55.36984,0.00000
22.50372,-33.77674,0.00000
20.75107,76.04923,1.00000
-16.62968,-99.94712,1.00000
-68.18128,-11.37741,0.00000
-3.00850,-56.62724,1.00000
4.00600,-35.96421,0.00000
-37.11420,-64.79769,0.00000
86.38729,-24.95555,0.00000
-46.92030,70.18330,1.00000
66.55700,26.41584,1.00000
-41.65447,95.42703,0.00000
-60.90845,90.19533,0.00000
-58.32754,60.54780,1.00000
-108.92556,21.56567,0.00000
-83.03412,-42.85117,1.00000
-25.79951,56.86459,0.00000
-86.21414,19.60196,1.00000
112.16973,-7.91987,1.00000
-4.43463,-101.52147,1.00000
64.18606,-85.32979,1.00000
70.00870,65.36067,0.00000
-61.99775,-35.02365,0.00000
36.92089,-100.00156,1.00000
-91.12730,-13.51041,1.00000
-65.12386,-30.82118,0.00000
-41.34260,96.69269,0.00000
-112.00104,3.95253,0.00000
-5.65416,80.70905,1.00000
38.65061,35.44264,0.00000
-17.81303,-26.85767,0.00000
-49.95046,-53.65967,0.00000
-17.36974,10.62935,0.00000
-112.32565,2.71586,0.00000
-51.31252,91.70894,0.00000
24.29689,-101.77844,1.00000
21.71052,-57.97682,1.00000
-80.91358,-48.82497,1.00000
80.35531,-70.45246,1.00000
-9.97515,-101.90659,1.00000
91.50955,-6.00621,0.00000
-114.12262,1.21005,0.00000
111.54613,-13.34511,1.00000
-9.09860,15.59195,0.00000
-89.81259,-1.74526,1.00000
16.96891,53.01945,0.00000
68.55682,67.34425,0.00000
46.44996,-1.42406,0.00000
89.96782,-9.75684,0.00000
-41.94660,-31.95108,1.00000
103.92254,-39.05767,1.00000
-38.66545,19.48933,1.00000
-109.08525,24.55488,0.00000
3.78388,34.55599,1.00000
102.04517,-41.78988,1.00000
-52.34316,-55.65289,0.00000
83.42132,-71.04952,1.00000
31.12742,94.82334,0.00000
-89.56463,63.50729,0.00000
-86.20657,-36.83821,1.00000
61.99458,41.62151,1.00000
-27.86438,100.45801,0.00000
-89.13078,10.58059,1.00000
-91.62730,60.36532,0.00000
6.01382,79.70012,1.00000
-61.22931,87.41625,0.00000
-7.74170,16.66199,0.00000
-14.23124,35.33896,1.00000
-65.41109,-71.68891,1.00000
-63.36304,16.38714,0.00000
47.88248,8.99883,0.00000
53.12423,-66.55803,0.00000
-90.37506,-3.13764,1.00000
23.82322,-32.67074,0.00000
-63.66713,21.74384,0.00000
-112.78462,1.21534,0.00000
-84.04856,27.92118,1.00000
-66.80210,-23.10726,0.00000
-31.47909,77.33432,1.00000
-2.31832,101.44443,0.00000
-19.40861,101.86744,0.00000
3.29060,-59.29925,1.00000
-10.12789,101.49555,0.00000
91.96404,12.84196,0.00000
-74.09717,-60.82474,1.00000
47.21525,-40.86870,1.00000
-111.68511,3.88835,0.00000
87.07327,-66.07375,1.00000
-26.62980,100.71948,0.00000
11.67022,78.77796,1.00000
3.67651,-16.14355,1.00000
-76.63189,42.03189,1.00000
76.45280,-75.71370,1.00000
37.71648,32.52553,0.00000
-6.72506,37.63444,1.00000
48.73452,-39.83004,1.00000
47.28975,10.64093,0.00000
66.70908,23.33670,1.00000
20.70981,-57.21834,1.00000
107.07232,-29.62718,1.00000
-103.03330,38.13072,0.00000
11.06197,-80.16233,0.00000
24.89028,49.04253,0.00000
-44.52516,3.53396,1.00000
92.86358,8.77212,0.00000
-42.25762,72.69167,1.00000
13.08383,79.58397,1.00000
-40.60162,72.81597,1.00000
-10.18589,-31.08006,0.00000
-68.05504,-67.03940,1.00000
-42.16955,14.11610,1.00000
-52.54696,91.98877,0.00000
-25.69685,55.04579,0.00000
-22.68646,7.14446,0.00000
78.78588,-38.94745,0.00000
21.82624,15.10253,1.00000
75.65394,-44.08807,0.00000
-49.14556,-85.16646,1.00000
-46.02355,-3.18595,1.00000
5.16696,-80.75198,0.00000
-76.47722,74.86699,0.00000
42.58307,-48.09020,1.00000
-33.00493,100.97558,0.00000
-62.76025,-39.41412,0.00000
91.27610,-11.05066,0.00000
91.55555,9.28309,0.00000
106.75855,-30.77156,1.00000
-44.56154,-61.22014,0.00000
-35.16834,76.16621,1.00000
-18.67804,-51.97614,1.00000
67.60845,26.43783,1.00000
-38.32136,47.96974,0.00000
90.72238,1.55335,0.00000
-91.12125,8.18210,1.00000
-56.34065,-47.14828,0.00000
-66.40262,-23.05894,0.00000
-65.85204,84.31912,0.00000
47.40809,-9.00276,0.00000
-22.85372,33.81828,1.00000
-36.83197,-92.61039,1.00000
92.75967,0.39998,0.00000
-11.18519,35.97972,1.00000
-56.04855,-81.92637,1.00000
-107.36123,32.09789,0.00000
-80.89243,-48.69530,1.00000
77.37184,-40.16998,0.00000
-60.50997,-41.54133,0.00000
-104.29665,40.10520,0.00000
-39.81685,-91.00465,1.00000
-15.31770,-77.48360,0.00000
107.50086,-24.74812,1.00000
-80.52020,72.63114,0.00000
-15.37362,-77.29551,0.00000
19.29000,-10.27174,1.00000
-57.86447,30.38056,0.00000
-27.59289,54.06278,0.00000
-100.91912,41.94185,0.00000
82.84013,-68.28876,1.00000
-5.81177,-80.56814,0.00000
74.46677,56.59623,0.00000
33.77411,-75.63471,0.00000
30.87539,92.31556,0.00000
22.54521,-7.18510,1.00000
11.97381,-34.87451,0.00000
90.66935,21.87771,0.00000
41.22668,28.21070,0.00000
69.16329,-0.95836,1.00000
74.57173,-44.59548,0.00000
-31.45317,30.03795,1.00000
37.15242,67.14302,1.00000
-64.86649,-31.70880,0.00000
34.56663,-98.80991,1.00000
12.11192,-102.90036,1.00000
28.12342,-52.13266,1.00000
17.54691,76.77028,1.00000
-59.69130,-39.79680,0.00000
-70.27131,-4.96016,0.00000
-43.75937,14.79200,1.00000
72.20540,-81.66509,1.00000
45.59184,1.85463,0.00000
-90.55131,-25.18689,1.00000
-17.89367,-76.73451,0.00000
43.34272,-46.65679,1.00000
-24.38740,54.94712,0.00000
-36.38387,-38.18496,1.00000
-31.60762,-94.04326,1.00000
81.53699,-34.30598,0.00000
-89.75068,4.40266,1.00000
73.53719,63.67049,0.00000
-71.21971,-63.31177,1.00000
-69.98121,-5.08456,0.00000
-73.27072,-62.76715,1.00000
-16.52119,-101.37633,1.00000
-41.64838,15.94609,1.00000
-48.57987,41.36709,0.00000
-67.95797,82.44083,0.00000
-28.70374,56.88197,0.00000
67.85020,20.67692,1.00000
15.81610,-79.64640,0.00000
25.36684,49.41750,0.00000
-34.16256,-41.19859,1.00000
34.93950,67.31037,1.00000
-11.23641,80.49562,1.00000
-91.13110,-5.86505,1.00000
80.53435,-76.42302,1.00000
-23.52081,-21.31627,0.00000
35.18652,-53.55746,1.00000
46.42268,-45.71507,1.00000
-15.60264,101.15129,0.00000
-5.98653,79.92862,1.00000
-89.95853,11.97790,1.00000
-90.90577,-26.66471,1.00000
53.86986,49.95707,1.00000
60.72421,37.66903,1.00000
81.69087,-71.05963,1.00000
-62.91092,-37.41511,0.00000
64.13647,33.64514,1.00000
-11.22526,37.14915,1.00000
0.86975,36.19897,1.00000
-85.34653,-39.00474,1.00000
-46.97557,3.14810,1.00000
-73.35321,46.60363,1.00000
108.09775,-20.73439,1.00000
-57.14995,-44.67931,0.00000
46.20050,-1.19269,0.00000
19.88242,100.44471,0.00000
-89.66619,2.46311,1.00000
-4.48062,-8.45298,1.00000
-43.36203,-89.72660,1.00000
72.49731,63.10532,0.00000
